1454266960445.8699,18.23,14.5,2.18
1454267061270.1199,16.98,14.6,2.18
1454267530422.3672,28.38,14.5,2.17
1454267731077.384,17.38,14.6,2.18
1454267851752.387,16.36,14.6,2.15
